,Dia,Euribor,precio_m2_Barcelona,precio_m2_Bilbao,precio_m2_Madrid,precio_m2_Sevilla,precio_m2_Valencia,IBEX35
1064,20100426,1.228,3776.0,3391.0,3292.0,2304.0,2063.0,
1065,20100427,1.228,3776.0,3391.0,3292.0,2304.0,2063.0,
1066,20100428,1.235,3776.0,3391.0,3292.0,2304.0,2063.0,
1067,20100429,1.236,3776.0,3391.0,3292.0,2304.0,2063.0,
1068,20100503,1.239,3794.0,3439.0,3280.0,2326.0,2069.0,
1069,20100504,1.24,3794.0,3439.0,3280.0,2326.0,2069.0,
1070,20100505,1.242,3794.0,3439.0,3280.0,2326.0,2069.0,
1071,20100506,1.242,3794.0,3439.0,3280.0,2326.0,2069.0,
1072,20100507,1.249,3794.0,3439.0,3280.0,2326.0,2069.0,
1073,20100510,1.245,3794.0,3439.0,3280.0,2326.0,2069.0,
1074,20100511,1.244,3794.0,3439.0,3280.0,2326.0,2069.0,
1075,20100512,1.244,3794.0,3439.0,3280.0,2326.0,2069.0,
1076,20100513,1.243,3794.0,3439.0,3280.0,2326.0,2069.0,
1077,20100514,1.242,3794.0,3439.0,3280.0,2326.0,2069.0,
1078,20100517,1.246,3794.0,3439.0,3280.0,2326.0,2069.0,
1079,20100518,1.247,3794.0,3439.0,3280.0,2326.0,2069.0,
1080,20100519,1.249,3794.0,3439.0,3280.0,2326.0,2069.0,
1081,20100520,1.253,3794.0,3439.0,3280.0,2326.0,2069.0,
1082,20100521,1.257,3794.0,3439.0,3280.0,2326.0,2069.0,
1083,20100524,1.259,3794.0,3439.0,3280.0,2326.0,2069.0,
1084,20100525,1.262,3794.0,3439.0,3280.0,2326.0,2069.0,
1085,20100526,1.258,3794.0,3439.0,3280.0,2326.0,2069.0,
1086,20100527,1.257,3794.0,3439.0,3280.0,2326.0,2069.0,
1087,20100528,1.258,3794.0,3439.0,3280.0,2326.0,2069.0,
1088,20100601,1.262,3797.0,3474.0,3270.0,2322.0,2037.0,
1089,20100602,1.266,3797.0,3474.0,3270.0,2322.0,2037.0,
1090,20100603,1.268,3797.0,3474.0,3270.0,2322.0,2037.0,
1091,20100604,1.268,3797.0,3474.0,3270.0,2322.0,2037.0,
1092,20100607,1.268,3797.0,3474.0,3270.0,2322.0,2037.0,
1093,20100608,1.268,3797.0,3474.0,3270.0,2322.0,2037.0,
1094,20100609,1.269,3797.0,3474.0,3270.0,2322.0,2037.0,
1095,20100610,1.27,3797.0,3474.0,3270.0,2322.0,2037.0,
1096,20100611,1.271,3797.0,3474.0,3270.0,2322.0,2037.0,
1097,20100614,1.273,3797.0,3474.0,3270.0,2322.0,2037.0,
1098,20100615,1.276,3797.0,3474.0,3270.0,2322.0,2037.0,
1099,20100616,1.278,3797.0,3474.0,3270.0,2322.0,2037.0,
1100,20100617,1.281,3797.0,3474.0,3270.0,2322.0,2037.0,
1101,20100618,1.285,3797.0,3474.0,3270.0,2322.0,2037.0,
1102,20100621,1.289,3797.0,3474.0,3270.0,2322.0,2037.0,
1103,20100622,1.292,3797.0,3474.0,3270.0,2322.0,2037.0,
1104,20100623,1.296,3797.0,3474.0,3270.0,2322.0,2037.0,
1105,20100624,1.296,3797.0,3474.0,3270.0,2322.0,2037.0,
1106,20100625,1.298,3797.0,3474.0,3270.0,2322.0,2037.0,
1107,20100628,1.303,3797.0,3474.0,3270.0,2322.0,2037.0,
1108,20100629,1.306,3797.0,3474.0,3270.0,2322.0,2037.0,
1109,20100701,1.32,3808.0,3574.0,3268.0,2313.0,1993.0,
1110,20100702,1.329,3808.0,3574.0,3268.0,2313.0,1993.0,
1111,20100705,1.329,3808.0,3574.0,3268.0,2313.0,1993.0,
1112,20100706,1.331,3808.0,3574.0,3268.0,2313.0,1993.0,
1113,20100707,1.334,3808.0,3574.0,3268.0,2313.0,1993.0,
1114,20100708,1.34,3808.0,3574.0,3268.0,2313.0,1993.0,
1115,20100709,1.351,3808.0,3574.0,3268.0,2313.0,1993.0,
1116,20100712,1.356,3808.0,3574.0,3268.0,2313.0,1993.0,
1117,20100713,1.358,3808.0,3574.0,3268.0,2313.0,1993.0,
1118,20100714,1.363,3808.0,3574.0,3268.0,2313.0,1993.0,
1119,20100715,1.369,3808.0,3574.0,3268.0,2313.0,1993.0,
1120,20100716,1.38,3808.0,3574.0,3268.0,2313.0,1993.0,
1121,20100719,1.39,3808.0,3574.0,3268.0,2313.0,1993.0,
1122,20100720,1.393,3808.0,3574.0,3268.0,2313.0,1993.0,
1123,20100721,1.398,3808.0,3574.0,3268.0,2313.0,1993.0,
1124,20100722,1.399,3808.0,3574.0,3268.0,2313.0,1993.0,
1125,20100723,1.402,3808.0,3574.0,3268.0,2313.0,1993.0,
1126,20100726,1.407,3808.0,3574.0,3268.0,2313.0,1993.0,
1127,20100727,1.413,3808.0,3574.0,3268.0,2313.0,1993.0,
1128,20100728,1.416,3808.0,3574.0,3268.0,2313.0,1993.0,
1129,20100729,1.419,3808.0,3574.0,3268.0,2313.0,1993.0,
1130,20100730,1.417,3808.0,3574.0,3268.0,2313.0,1993.0,
1131,20100802,1.418,3767.0,3573.0,3248.0,2285.0,1947.0,
1132,20100803,1.419,3767.0,3573.0,3248.0,2285.0,1947.0,
1133,20100804,1.421,3767.0,3573.0,3248.0,2285.0,1947.0,
1134,20100805,1.425,3767.0,3573.0,3248.0,2285.0,1947.0,
1135,20100806,1.428,3767.0,3573.0,3248.0,2285.0,1947.0,
1136,20100809,1.427,3767.0,3573.0,3248.0,2285.0,1947.0,
1137,20100810,1.428,3767.0,3573.0,3248.0,2285.0,1947.0,
1138,20100811,1.427,3767.0,3573.0,3248.0,2285.0,1947.0,
1139,20100812,1.423,3767.0,3573.0,3248.0,2285.0,1947.0,
1140,20100813,1.423,3767.0,3573.0,3248.0,2285.0,1947.0,
1141,20100816,1.421,3767.0,3573.0,3248.0,2285.0,1947.0,
1142,20100817,1.421,3767.0,3573.0,3248.0,2285.0,1947.0,
1143,20100818,1.423,3767.0,3573.0,3248.0,2285.0,1947.0,
1144,20100819,1.424,3767.0,3573.0,3248.0,2285.0,1947.0,
1145,20100820,1.42,3767.0,3573.0,3248.0,2285.0,1947.0,
1146,20100823,1.418,3767.0,3573.0,3248.0,2285.0,1947.0,
1147,20100824,1.417,3767.0,3573.0,3248.0,2285.0,1947.0,
1148,20100825,1.417,3767.0,3573.0,3248.0,2285.0,1947.0,
1149,20100826,1.417,3767.0,3573.0,3248.0,2285.0,1947.0,
1150,20100827,1.417,3767.0,3573.0,3248.0,2285.0,1947.0,
1151,20100830,1.415,3767.0,3573.0,3248.0,2285.0,1947.0,
1152,20100901,1.411,3759.0,3549.0,3246.0,2379.0,1948.0,
1153,20100902,1.413,3759.0,3549.0,3246.0,2379.0,1948.0,
1154,20100903,1.414,3759.0,3549.0,3246.0,2379.0,1948.0,
1155,20100906,1.413,3759.0,3549.0,3246.0,2379.0,1948.0,
1156,20100907,1.412,3759.0,3549.0,3246.0,2379.0,1948.0,
1157,20100908,1.413,3759.0,3549.0,3246.0,2379.0,1948.0,
1158,20100909,1.415,3759.0,3549.0,3246.0,2379.0,1948.0,
1159,20100910,1.418,3759.0,3549.0,3246.0,2379.0,1948.0,
1160,20100913,1.42,3759.0,3549.0,3246.0,2379.0,1948.0,
1161,20100914,1.419,3759.0,3549.0,3246.0,2379.0,1948.0,
1162,20100915,1.422,3759.0,3549.0,3246.0,2379.0,1948.0,
1163,20100916,1.425,3759.0,3549.0,3246.0,2379.0,1948.0,
1164,20100917,1.427,3759.0,3549.0,3246.0,2379.0,1948.0,
1165,20100920,1.427,3759.0,3549.0,3246.0,2379.0,1948.0,
1166,20100921,1.428,3759.0,3549.0,3246.0,2379.0,1948.0,
1167,20100922,1.425,3759.0,3549.0,3246.0,2379.0,1948.0,
1168,20100923,1.422,3759.0,3549.0,3246.0,2379.0,1948.0,
1169,20100924,1.422,3759.0,3549.0,3246.0,2379.0,1948.0,
1170,20100927,1.422,3759.0,3549.0,3246.0,2379.0,1948.0,
1171,20100928,1.424,3759.0,3549.0,3246.0,2379.0,1948.0,
1172,20100929,1.425,3759.0,3549.0,3246.0,2379.0,1948.0,
1173,20101001,1.464,3774.0,3548.0,3251.0,2391.0,1991.0,
1174,20101004,1.468,3774.0,3548.0,3251.0,2391.0,1991.0,
1175,20101005,1.468,3774.0,3548.0,3251.0,2391.0,1991.0,
1176,20101006,1.468,3774.0,3548.0,3251.0,2391.0,1991.0,
1177,20101007,1.472,3774.0,3548.0,3251.0,2391.0,1991.0,
1178,20101008,1.473,3774.0,3548.0,3251.0,2391.0,1991.0,
1179,20101011,1.474,3774.0,3548.0,3251.0,2391.0,1991.0,
1180,20101012,1.475,3774.0,3548.0,3251.0,2391.0,1991.0,
1181,20101013,1.48,3774.0,3548.0,3251.0,2391.0,1991.0,
1182,20101014,1.48,3774.0,3548.0,3251.0,2391.0,1991.0,
1183,20101015,1.486,3774.0,3548.0,3251.0,2391.0,1991.0,
1184,20101018,1.492,3774.0,3548.0,3251.0,2391.0,1991.0,
1185,20101019,1.499,3774.0,3548.0,3251.0,2391.0,1991.0,
1186,20101020,1.506,3774.0,3548.0,3251.0,2391.0,1991.0,
1187,20101021,1.514,3774.0,3548.0,3251.0,2391.0,1991.0,
1188,20101022,1.519,3774.0,3548.0,3251.0,2391.0,1991.0,
1189,20101025,1.521,3774.0,3548.0,3251.0,2391.0,1991.0,
1190,20101026,1.529,3774.0,3548.0,3251.0,2391.0,1991.0,
1191,20101027,1.537,3774.0,3548.0,3251.0,2391.0,1991.0,
1192,20101028,1.538,3774.0,3548.0,3251.0,2391.0,1991.0,
1193,20101029,1.54,3774.0,3548.0,3251.0,2391.0,1991.0,
1194,20101101,1.54,3773.0,3571.0,3276.0,2405.0,1994.0,
1195,20101102,1.542,3773.0,3571.0,3276.0,2405.0,1994.0,
1196,20101103,1.544,3773.0,3571.0,3276.0,2405.0,1994.0,
1197,20101104,1.544,3773.0,3571.0,3276.0,2405.0,1994.0,
1198,20101105,1.543,3773.0,3571.0,3276.0,2405.0,1994.0,
1199,20101108,1.545,3773.0,3571.0,3276.0,2405.0,1994.0,
1200,20101109,1.546,3773.0,3571.0,3276.0,2405.0,1994.0,
1201,20101110,1.546,3773.0,3571.0,3276.0,2405.0,1994.0,
1202,20101111,1.546,3773.0,3571.0,3276.0,2405.0,1994.0,
1203,20101112,1.546,3773.0,3571.0,3276.0,2405.0,1994.0,
1204,20101115,1.546,3773.0,3571.0,3276.0,2405.0,1994.0,
1205,20101116,1.545,3773.0,3571.0,3276.0,2405.0,1994.0,
1206,20101117,1.544,3773.0,3571.0,3276.0,2405.0,1994.0,
1207,20101118,1.541,3773.0,3571.0,3276.0,2405.0,1994.0,
1208,20101119,1.54,3773.0,3571.0,3276.0,2405.0,1994.0,
1209,20101122,1.54,3773.0,3571.0,3276.0,2405.0,1994.0,
1210,20101123,1.536,3773.0,3571.0,3276.0,2405.0,1994.0,
1211,20101124,1.531,3773.0,3571.0,3276.0,2405.0,1994.0,
1212,20101125,1.533,3773.0,3571.0,3276.0,2405.0,1994.0,
1213,20101126,1.531,3773.0,3571.0,3276.0,2405.0,1994.0,
1214,20101129,1.532,3773.0,3571.0,3276.0,2405.0,1994.0,
1215,20101201,1.528,3752.0,3556.0,3244.0,2400.0,1992.0,
1216,20101202,1.528,3752.0,3556.0,3244.0,2400.0,1992.0,
1217,20101203,1.526,3752.0,3556.0,3244.0,2400.0,1992.0,
1218,20101206,1.524,3752.0,3556.0,3244.0,2400.0,1992.0,
1219,20101207,1.525,3752.0,3556.0,3244.0,2400.0,1992.0,
1220,20101208,1.526,3752.0,3556.0,3244.0,2400.0,1992.0,
1221,20101209,1.528,3752.0,3556.0,3244.0,2400.0,1992.0,
1222,20101210,1.53,3752.0,3556.0,3244.0,2400.0,1992.0,
1223,20101213,1.533,3752.0,3556.0,3244.0,2400.0,1992.0,
1224,20101214,1.53,3752.0,3556.0,3244.0,2400.0,1992.0,
1225,20101215,1.531,3752.0,3556.0,3244.0,2400.0,1992.0,
1226,20101216,1.533,3752.0,3556.0,3244.0,2400.0,1992.0,
1227,20101217,1.533,3752.0,3556.0,3244.0,2400.0,1992.0,
1228,20101220,1.533,3752.0,3556.0,3244.0,2400.0,1992.0,
1229,20101221,1.533,3752.0,3556.0,3244.0,2400.0,1992.0,
1230,20101222,1.534,3752.0,3556.0,3244.0,2400.0,1992.0,
1231,20101223,1.526,3752.0,3556.0,3244.0,2400.0,1992.0,
1232,20101224,1.521,3752.0,3556.0,3244.0,2400.0,1992.0,
1233,20101227,1.52,3752.0,3556.0,3244.0,2400.0,1992.0,
1234,20101228,1.519,3752.0,3556.0,3244.0,2400.0,1992.0,
1235,20101229,1.517,3752.0,3556.0,3244.0,2400.0,1992.0,
1236,20101230,1.514,3752.0,3556.0,3244.0,2400.0,1992.0,
1237,20110103,1.504,3735.0,3565.0,3241.0,2408.0,1992.0,
1238,20110104,1.504,3735.0,3565.0,3241.0,2408.0,1992.0,
1239,20110105,1.504,3735.0,3565.0,3241.0,2408.0,1992.0,
1240,20110106,1.506,3735.0,3565.0,3241.0,2408.0,1992.0,
1241,20110107,1.505,3735.0,3565.0,3241.0,2408.0,1992.0,
1242,20110110,1.506,3735.0,3565.0,3241.0,2408.0,1992.0,
1243,20110111,1.505,3735.0,3565.0,3241.0,2408.0,1992.0,
1244,20110112,1.508,3735.0,3565.0,3241.0,2408.0,1992.0,
1245,20110113,1.513,3735.0,3565.0,3241.0,2408.0,1992.0,
1246,20110114,1.536,3735.0,3565.0,3241.0,2408.0,1992.0,
1247,20110117,1.544,3735.0,3565.0,3241.0,2408.0,1992.0,
1248,20110118,1.552,3735.0,3565.0,3241.0,2408.0,1992.0,
1249,20110119,1.556,3735.0,3565.0,3241.0,2408.0,1992.0,
1250,20110120,1.562,3735.0,3565.0,3241.0,2408.0,1992.0,
1251,20110121,1.578,3735.0,3565.0,3241.0,2408.0,1992.0,
1252,20110124,1.586,3735.0,3565.0,3241.0,2408.0,1992.0,
1253,20110125,1.591,3735.0,3565.0,3241.0,2408.0,1992.0,
1254,20110126,1.605,3735.0,3565.0,3241.0,2408.0,1992.0,
1255,20110127,1.615,3735.0,3565.0,3241.0,2408.0,1992.0,
1256,20110128,1.625,3735.0,3565.0,3241.0,2408.0,1992.0,
1257,20110201,1.66,3698.0,3590.0,3234.0,2431.0,1976.0,
1258,20110202,1.666,3698.0,3590.0,3234.0,2431.0,1976.0,
1259,20110203,1.678,3698.0,3590.0,3234.0,2431.0,1976.0,
1260,20110204,1.682,3698.0,3590.0,3234.0,2431.0,1976.0,
1261,20110207,1.684,3698.0,3590.0,3234.0,2431.0,1976.0,
1262,20110208,1.683,3698.0,3590.0,3234.0,2431.0,1976.0,
1263,20110209,1.7,3698.0,3590.0,3234.0,2431.0,1976.0,
1264,20110210,1.708,3698.0,3590.0,3234.0,2431.0,1976.0,
1265,20110211,1.714,3698.0,3590.0,3234.0,2431.0,1976.0,
1266,20110214,1.716,3698.0,3590.0,3234.0,2431.0,1976.0,
1267,20110215,1.72,3698.0,3590.0,3234.0,2431.0,1976.0,
1268,20110216,1.725,3698.0,3590.0,3234.0,2431.0,1976.0,
1269,20110217,1.721,3698.0,3590.0,3234.0,2431.0,1976.0,
1270,20110218,1.721,3698.0,3590.0,3234.0,2431.0,1976.0,
1271,20110221,1.731,3698.0,3590.0,3234.0,2431.0,1976.0,
1272,20110222,1.739,3698.0,3590.0,3234.0,2431.0,1976.0,
1273,20110223,1.748,3698.0,3590.0,3234.0,2431.0,1976.0,
1274,20110224,1.752,3698.0,3590.0,3234.0,2431.0,1976.0,
1275,20110225,1.765,3698.0,3590.0,3234.0,2431.0,1976.0,
1276,20110301,1.773,3692.0,3590.0,3275.0,2475.0,1992.0,
1277,20110302,1.775,3692.0,3590.0,3275.0,2475.0,1992.0,
1278,20110303,1.78,3692.0,3590.0,3275.0,2475.0,1992.0,
1279,20110304,1.924,3692.0,3590.0,3275.0,2475.0,1992.0,
1280,20110307,1.938,3692.0,3590.0,3275.0,2475.0,1992.0,
1281,20110308,1.946,3692.0,3590.0,3275.0,2475.0,1992.0,
1282,20110309,1.95,3692.0,3590.0,3275.0,2475.0,1992.0,
1283,20110310,1.949,3692.0,3590.0,3275.0,2475.0,1992.0,
1284,20110311,1.944,3692.0,3590.0,3275.0,2475.0,1992.0,
1285,20110314,1.94,3692.0,3590.0,3275.0,2475.0,1992.0,
1286,20110315,1.913,3692.0,3590.0,3275.0,2475.0,1992.0,
1287,20110316,1.915,3692.0,3590.0,3275.0,2475.0,1992.0,
1288,20110317,1.913,3692.0,3590.0,3275.0,2475.0,1992.0,
1289,20110318,1.916,3692.0,3590.0,3275.0,2475.0,1992.0,
1290,20110321,1.93,3692.0,3590.0,3275.0,2475.0,1992.0,
1291,20110322,1.945,3692.0,3590.0,3275.0,2475.0,1992.0,
1292,20110323,1.949,3692.0,3590.0,3275.0,2475.0,1992.0,
1293,20110324,1.953,3692.0,3590.0,3275.0,2475.0,1992.0,
1294,20110325,1.962,3692.0,3590.0,3275.0,2475.0,1992.0,
1295,20110328,1.971,3692.0,3590.0,3275.0,2475.0,1992.0,
1296,20110329,1.98,3692.0,3590.0,3275.0,2475.0,1992.0,
1297,20110330,1.992,3692.0,3590.0,3275.0,2475.0,1992.0,
1298,20110401,2.013,3650.0,3591.0,3243.0,2485.0,1993.0,
1299,20110404,2.021,3650.0,3591.0,3243.0,2485.0,1993.0,
1300,20110405,2.025,3650.0,3591.0,3243.0,2485.0,1993.0,
1301,20110406,2.033,3650.0,3591.0,3243.0,2485.0,1993.0,
1302,20110407,2.042,3650.0,3591.0,3243.0,2485.0,1993.0,
1303,20110408,2.057,3650.0,3591.0,3243.0,2485.0,1993.0,
1304,20110411,2.083,3650.0,3591.0,3243.0,2485.0,1993.0,
1305,20110412,2.093,3650.0,3591.0,3243.0,2485.0,1993.0,
1306,20110413,2.099,3650.0,3591.0,3243.0,2485.0,1993.0,
1307,20110414,2.102,3650.0,3591.0,3243.0,2485.0,1993.0,
1308,20110415,2.104,3650.0,3591.0,3243.0,2485.0,1993.0,
1309,20110418,2.106,3650.0,3591.0,3243.0,2485.0,1993.0,
1310,20110419,2.108,3650.0,3591.0,3243.0,2485.0,1993.0,
1311,20110420,2.118,3650.0,3591.0,3243.0,2485.0,1993.0,
1312,20110421,2.126,3650.0,3591.0,3243.0,2485.0,1993.0,
1313,20110426,2.118,3650.0,3591.0,3243.0,2485.0,1993.0,
1314,20110427,2.118,3650.0,3591.0,3243.0,2485.0,1993.0,
1315,20110428,2.128,3650.0,3591.0,3243.0,2485.0,1993.0,
1316,20110429,2.132,3650.0,3591.0,3243.0,2485.0,1993.0,
1317,20110502,2.139,3620.0,3591.0,3256.0,2454.0,1982.0,
1318,20110503,2.143,3620.0,3591.0,3256.0,2454.0,1982.0,
1319,20110504,2.157,3620.0,3591.0,3256.0,2454.0,1982.0,
1320,20110505,2.173,3620.0,3591.0,3256.0,2454.0,1982.0,
1321,20110506,2.152,3620.0,3591.0,3256.0,2454.0,1982.0,
1322,20110509,2.151,3620.0,3591.0,3256.0,2454.0,1982.0,
1323,20110510,2.15,3620.0,3591.0,3256.0,2454.0,1982.0,
1324,20110511,2.141,3620.0,3591.0,3256.0,2454.0,1982.0,
1325,20110512,2.136,3620.0,3591.0,3256.0,2454.0,1982.0,
1326,20110513,2.141,3620.0,3591.0,3256.0,2454.0,1982.0,
1327,20110516,2.145,3620.0,3591.0,3256.0,2454.0,1982.0,
1328,20110517,2.149,3620.0,3591.0,3256.0,2454.0,1982.0,
1329,20110518,2.153,3620.0,3591.0,3256.0,2454.0,1982.0,
1330,20110519,2.157,3620.0,3591.0,3256.0,2454.0,1982.0,
1331,20110520,2.159,3620.0,3591.0,3256.0,2454.0,1982.0,
1332,20110523,2.15,3620.0,3591.0,3256.0,2454.0,1982.0,
1333,20110524,2.15,3620.0,3591.0,3256.0,2454.0,1982.0,
1334,20110525,2.144,3620.0,3591.0,3256.0,2454.0,1982.0,
1335,20110526,2.142,3620.0,3591.0,3256.0,2454.0,1982.0,
1336,20110527,2.135,3620.0,3591.0,3256.0,2454.0,1982.0,
1337,20110530,2.132,3620.0,3591.0,3256.0,2454.0,1982.0,
1338,20110601,2.137,3585.0,3567.0,3219.0,2427.0,1968.0,
1339,20110602,2.137,3585.0,3567.0,3219.0,2427.0,1968.0,
1340,20110603,2.139,3585.0,3567.0,3219.0,2427.0,1968.0,
1341,20110606,2.14,3585.0,3567.0,3219.0,2427.0,1968.0,
1342,20110607,2.141,3585.0,3567.0,3219.0,2427.0,1968.0,
1343,20110608,2.151,3585.0,3567.0,3219.0,2427.0,1968.0,
1344,20110609,2.157,3585.0,3567.0,3219.0,2427.0,1968.0,
1345,20110610,2.145,3585.0,3567.0,3219.0,2427.0,1968.0,
1346,20110613,2.139,3585.0,3567.0,3219.0,2427.0,1968.0,
1347,20110614,2.137,3585.0,3567.0,3219.0,2427.0,1968.0,
1348,20110615,2.141,3585.0,3567.0,3219.0,2427.0,1968.0,
1349,20110616,2.14,3585.0,3567.0,3219.0,2427.0,1968.0,
1350,20110617,2.142,3585.0,3567.0,3219.0,2427.0,1968.0,
1351,20110620,2.144,3585.0,3567.0,3219.0,2427.0,1968.0,
1352,20110621,2.146,3585.0,3567.0,3219.0,2427.0,1968.0,
1353,20110622,2.148,3585.0,3567.0,3219.0,2427.0,1968.0,
1354,20110623,2.147,3585.0,3567.0,3219.0,2427.0,1968.0,
1355,20110624,2.145,3585.0,3567.0,3219.0,2427.0,1968.0,
1356,20110627,2.14,3585.0,3567.0,3219.0,2427.0,1968.0,
1357,20110628,2.143,3585.0,3567.0,3219.0,2427.0,1968.0,
1358,20110629,2.15,3585.0,3567.0,3219.0,2427.0,1968.0,
1359,20110701,2.172,3531.0,3522.0,3190.0,2381.0,1934.0,
1360,20110704,2.18,3531.0,3522.0,3190.0,2381.0,1934.0,
1361,20110705,2.187,3531.0,3522.0,3190.0,2381.0,1934.0,
1362,20110706,2.189,3531.0,3522.0,3190.0,2381.0,1934.0,
1363,20110707,2.195,3531.0,3522.0,3190.0,2381.0,1934.0,
1364,20110708,2.201,3531.0,3522.0,3190.0,2381.0,1934.0,
1365,20110711,2.195,3531.0,3522.0,3190.0,2381.0,1934.0,
1366,20110712,2.178,3531.0,3522.0,3190.0,2381.0,1934.0,
1367,20110713,2.177,3531.0,3522.0,3190.0,2381.0,1934.0,
1368,20110714,2.176,3531.0,3522.0,3190.0,2381.0,1934.0,
1369,20110715,2.171,3531.0,3522.0,3190.0,2381.0,1934.0,
1370,20110718,2.169,3531.0,3522.0,3190.0,2381.0,1934.0,
1371,20110719,2.169,3531.0,3522.0,3190.0,2381.0,1934.0,
1372,20110720,2.17,3531.0,3522.0,3190.0,2381.0,1934.0,
1373,20110721,2.177,3531.0,3522.0,3190.0,2381.0,1934.0,
1374,20110722,2.192,3531.0,3522.0,3190.0,2381.0,1934.0,
1375,20110725,2.193,3531.0,3522.0,3190.0,2381.0,1934.0,
1376,20110726,2.194,3531.0,3522.0,3190.0,2381.0,1934.0,
1377,20110727,2.19,3531.0,3522.0,3190.0,2381.0,1934.0,
1378,20110728,2.183,3531.0,3522.0,3190.0,2381.0,1934.0,
1379,20110729,2.178,3531.0,3522.0,3190.0,2381.0,1934.0,
1380,20110801,2.177,3494.0,3484.0,3156.0,2353.0,1914.0,
1381,20110802,2.175,3494.0,3484.0,3156.0,2353.0,1914.0,
1382,20110803,2.172,3494.0,3484.0,3156.0,2353.0,1914.0,
1383,20110804,2.173,3494.0,3484.0,3156.0,2353.0,1914.0,
1384,20110805,2.106,3494.0,3484.0,3156.0,2353.0,1914.0,
1385,20110808,2.102,3494.0,3484.0,3156.0,2353.0,1914.0,
1386,20110809,2.086,3494.0,3484.0,3156.0,2353.0,1914.0,
1387,20110810,2.083,3494.0,3484.0,3156.0,2353.0,1914.0,
1388,20110811,2.063,3494.0,3484.0,3156.0,2353.0,1914.0,
1389,20110812,2.067,3494.0,3484.0,3156.0,2353.0,1914.0,
1390,20110815,2.078,3494.0,3484.0,3156.0,2353.0,1914.0,
1391,20110816,2.08,3494.0,3484.0,3156.0,2353.0,1914.0,
1392,20110817,2.078,3494.0,3484.0,3156.0,2353.0,1914.0,
1393,20110818,2.073,3494.0,3484.0,3156.0,2353.0,1914.0,
1394,20110819,2.066,3494.0,3484.0,3156.0,2353.0,1914.0,
1395,20110822,2.07,3494.0,3484.0,3156.0,2353.0,1914.0,
1396,20110823,2.075,3494.0,3484.0,3156.0,2353.0,1914.0,
1397,20110824,2.079,3494.0,3484.0,3156.0,2353.0,1914.0,
1398,20110825,2.085,3494.0,3484.0,3156.0,2353.0,1914.0,
1399,20110826,2.083,3494.0,3484.0,3156.0,2353.0,1914.0,
1400,20110829,2.084,3494.0,3484.0,3156.0,2353.0,1914.0,
1401,20110830,2.085,3494.0,3484.0,3156.0,2353.0,1914.0,
1402,20110901,2.089,3459.0,3491.0,3123.0,2332.0,1918.0,
1403,20110902,2.083,3459.0,3491.0,3123.0,2332.0,1918.0,
1404,20110905,2.071,3459.0,3491.0,3123.0,2332.0,1918.0,
1405,20110906,2.066,3459.0,3491.0,3123.0,2332.0,1918.0,
1406,20110907,2.067,3459.0,3491.0,3123.0,2332.0,1918.0,
1407,20110908,2.067,3459.0,3491.0,3123.0,2332.0,1918.0,
1408,20110909,2.059,3459.0,3491.0,3123.0,2332.0,1918.0,
1409,20110912,2.051,3459.0,3491.0,3123.0,2332.0,1918.0,
1410,20110913,2.052,3459.0,3491.0,3123.0,2332.0,1918.0,
1411,20110914,2.058,3459.0,3491.0,3123.0,2332.0,1918.0,
1412,20110915,2.066,3459.0,3491.0,3123.0,2332.0,1918.0,
1413,20110916,2.068,3459.0,3491.0,3123.0,2332.0,1918.0,
1414,20110919,2.064,3459.0,3491.0,3123.0,2332.0,1918.0,
1415,20110920,2.065,3459.0,3491.0,3123.0,2332.0,1918.0,
1416,20110921,2.065,3459.0,3491.0,3123.0,2332.0,1918.0,
1417,20110922,2.06,3459.0,3491.0,3123.0,2332.0,1918.0,
1418,20110923,2.06,3459.0,3491.0,3123.0,2332.0,1918.0,
1419,20110926,2.057,3459.0,3491.0,3123.0,2332.0,1918.0,
1420,20110927,2.064,3459.0,3491.0,3123.0,2332.0,1918.0,
1421,20110928,2.075,3459.0,3491.0,3123.0,2332.0,1918.0,
1422,20110929,2.081,3459.0,3491.0,3123.0,2332.0,1918.0,
1423,20111003,2.085,3433.0,3496.0,3118.0,2329.0,1940.0,
1424,20111004,2.083,3433.0,3496.0,3118.0,2329.0,1940.0,
1425,20111005,2.083,3433.0,3496.0,3118.0,2329.0,1940.0,
1426,20111006,2.082,3433.0,3496.0,3118.0,2329.0,1940.0,
1427,20111007,2.1,3433.0,3496.0,3118.0,2329.0,1940.0,
1428,20111010,2.102,3433.0,3496.0,3118.0,2329.0,1940.0,
1429,20111011,2.106,3433.0,3496.0,3118.0,2329.0,1940.0,
1430,20111012,2.109,3433.0,3496.0,3118.0,2329.0,1940.0,
1431,20111013,2.111,3433.0,3496.0,3118.0,2329.0,1940.0,
1432,20111014,2.115,3433.0,3496.0,3118.0,2329.0,1940.0,
1433,20111017,2.122,3433.0,3496.0,3118.0,2329.0,1940.0,
1434,20111018,2.117,3433.0,3496.0,3118.0,2329.0,1940.0,
1435,20111019,2.122,3433.0,3496.0,3118.0,2329.0,1940.0,
1436,20111020,2.123,3433.0,3496.0,3118.0,2329.0,1940.0,
1437,20111021,2.122,3433.0,3496.0,3118.0,2329.0,1940.0,
1438,20111024,2.121,3433.0,3496.0,3118.0,2329.0,1940.0,
1439,20111025,2.124,3433.0,3496.0,3118.0,2329.0,1940.0,
