,Dia,Euribor,precio_m2_Barcelona,precio_m2_Bilbao,precio_m2_Madrid,precio_m2_Sevilla,precio_m2_Valencia,IBEX35
0,20060102,2.855,,3207.0,3586.0,,,
1,20060103,2.861,,3207.0,3586.0,,,
2,20060104,2.829,,3207.0,3586.0,,,
3,20060105,2.79,,3207.0,3586.0,,,
4,20060106,2.773,,3207.0,3586.0,,,
5,20060109,2.771,,3207.0,3586.0,,,
6,20060110,2.806,,3207.0,3586.0,,,
7,20060111,2.832,,3207.0,3586.0,,,
8,20060112,2.847,,3207.0,3586.0,,,
9,20060113,2.818,,3207.0,3586.0,,,
10,20060116,2.816,,3207.0,3586.0,,,
11,20060117,2.805,,3207.0,3586.0,,,
12,20060118,2.782,,3207.0,3586.0,,,
13,20060119,2.83,,3207.0,3586.0,,,
14,20060120,2.839,,3207.0,3586.0,,,
15,20060123,2.838,,3207.0,3586.0,,,
16,20060124,2.853,,3207.0,3586.0,,,
17,20060125,2.864,,3207.0,3586.0,,,
18,20060126,2.86,,3207.0,3586.0,,,
19,20060127,2.874,,3207.0,3586.0,,,
20,20060130,2.89,,3207.0,3586.0,,,
21,20060201,2.9,4240.0,,,2433.0,2295.0,
22,20060202,2.916,4240.0,,,2433.0,2295.0,
23,20060203,2.914,4240.0,,,2433.0,2295.0,
24,20060206,2.909,4240.0,,,2433.0,2295.0,
25,20060207,2.908,4240.0,,,2433.0,2295.0,
26,20060208,2.906,4240.0,,,2433.0,2295.0,
27,20060209,2.913,4240.0,,,2433.0,2295.0,
28,20060210,2.901,4240.0,,,2433.0,2295.0,
29,20060213,2.907,4240.0,,,2433.0,2295.0,
30,20060214,2.899,4240.0,,,2433.0,2295.0,
31,20060215,2.897,4240.0,,,2433.0,2295.0,
32,20060216,2.905,4240.0,,,2433.0,2295.0,
33,20060217,2.895,4240.0,,,2433.0,2295.0,
34,20060220,2.88,4240.0,,,2433.0,2295.0,
35,20060221,2.881,4240.0,,,2433.0,2295.0,
36,20060222,2.912,4240.0,,,2433.0,2295.0,
37,20060223,2.938,4240.0,,,2433.0,2295.0,
38,20060224,2.956,4240.0,,,2433.0,2295.0,
39,20060227,2.965,4240.0,,,2433.0,2295.0,
40,20060301,2.991,,3207.0,3586.0,,,
41,20060302,2.995,,3207.0,3586.0,,,
42,20060303,3.045,,3207.0,3586.0,,,
43,20060306,3.048,,3207.0,3586.0,,,
44,20060307,3.061,,3207.0,3586.0,,,
45,20060308,3.056,,3207.0,3586.0,,,
46,20060309,3.065,,3207.0,3586.0,,,
47,20060310,3.07,,3207.0,3586.0,,,
48,20060313,3.085,,3207.0,3586.0,,,
49,20060314,3.092,,3207.0,3586.0,,,
50,20060315,3.087,,3207.0,3586.0,,,
51,20060316,3.093,,3207.0,3586.0,,,
52,20060317,3.095,,3207.0,3586.0,,,
53,20060320,3.134,,3207.0,3586.0,,,
54,20060321,3.138,,3207.0,3586.0,,,
55,20060322,3.137,,3207.0,3586.0,,,
56,20060323,3.129,,3207.0,3586.0,,,
57,20060324,3.135,,3207.0,3586.0,,,
58,20060327,3.119,,3207.0,3586.0,,,
59,20060328,3.171,,3207.0,3586.0,,,
60,20060329,3.215,,3207.0,3586.0,,,
61,20060330,3.229,,3207.0,3586.0,,,
62,20060403,3.254,4240.0,,3431.0,2433.0,2295.0,
63,20060404,3.264,4240.0,,3431.0,2433.0,2295.0,
64,20060405,3.26,4240.0,,3431.0,2433.0,2295.0,
65,20060406,3.26,4240.0,,3431.0,2433.0,2295.0,
66,20060407,3.159,4240.0,,3431.0,2433.0,2295.0,
67,20060410,3.171,4240.0,,3431.0,2433.0,2295.0,
68,20060411,3.171,4240.0,,3431.0,2433.0,2295.0,
69,20060412,3.173,4240.0,,3431.0,2433.0,2295.0,
70,20060413,3.185,4240.0,,3431.0,2433.0,2295.0,
71,20060418,3.194,4240.0,,3431.0,2433.0,2295.0,
72,20060419,3.185,4240.0,,3431.0,2433.0,2295.0,
73,20060420,3.2,4240.0,,3431.0,2433.0,2295.0,
74,20060421,3.198,4240.0,,3431.0,2433.0,2295.0,
75,20060424,3.19,4240.0,,3431.0,2433.0,2295.0,
76,20060425,3.221,4240.0,,3431.0,2433.0,2295.0,
77,20060426,3.277,4240.0,,3431.0,2433.0,2295.0,
78,20060427,3.306,4240.0,,3431.0,2433.0,2295.0,
79,20060428,3.318,4240.0,,3431.0,2433.0,2295.0,
80,20060502,3.314,,3207.0,3550.0,,,
81,20060503,3.317,,3207.0,3550.0,,,
82,20060504,3.301,,3207.0,3550.0,,,
83,20060505,3.321,,3207.0,3550.0,,,
84,20060508,3.313,,3207.0,3550.0,,,
85,20060509,3.332,,3207.0,3550.0,,,
86,20060510,3.352,,3207.0,3550.0,,,
87,20060511,3.344,,3207.0,3550.0,,,
88,20060512,3.364,,3207.0,3550.0,,,
89,20060515,3.319,,3207.0,3550.0,,,
90,20060516,3.301,,3207.0,3550.0,,,
91,20060517,3.293,,3207.0,3550.0,,,
92,20060518,3.3,,3207.0,3550.0,,,
93,20060519,3.304,,3207.0,3550.0,,,
94,20060522,3.284,,3207.0,3550.0,,,
95,20060523,3.285,,3207.0,3550.0,,,
96,20060524,3.288,,3207.0,3550.0,,,
97,20060525,3.272,,3207.0,3550.0,,,
98,20060526,3.278,,3207.0,3550.0,,,
99,20060529,3.286,,3207.0,3550.0,,,
100,20060530,3.291,,3207.0,3550.0,,,
101,20060601,3.369,4240.0,,3473.0,2433.0,2295.0,
102,20060602,3.368,4240.0,,3473.0,2433.0,2295.0,
103,20060605,3.357,4240.0,,3473.0,2433.0,2295.0,
104,20060606,3.396,4240.0,,3473.0,2433.0,2295.0,
105,20060607,3.397,4240.0,,3473.0,2433.0,2295.0,
106,20060608,3.386,4240.0,,3473.0,2433.0,2295.0,
107,20060609,3.336,4240.0,,3473.0,2433.0,2295.0,
108,20060612,3.326,4240.0,,3473.0,2433.0,2295.0,
109,20060613,3.294,4240.0,,3473.0,2433.0,2295.0,
110,20060614,3.324,4240.0,,3473.0,2433.0,2295.0,
111,20060615,3.349,4240.0,,3473.0,2433.0,2295.0,
112,20060616,3.354,4240.0,,3473.0,2433.0,2295.0,
113,20060619,3.37,4240.0,,3473.0,2433.0,2295.0,
114,20060620,3.377,4240.0,,3473.0,2433.0,2295.0,
115,20060621,3.416,4240.0,,3473.0,2433.0,2295.0,
116,20060622,3.427,4240.0,,3473.0,2433.0,2295.0,
117,20060623,3.437,4240.0,,3473.0,2433.0,2295.0,
118,20060626,3.458,4240.0,,3473.0,2433.0,2295.0,
119,20060627,3.52,4240.0,,3473.0,2433.0,2295.0,
120,20060628,3.521,4240.0,,3473.0,2433.0,2295.0,
121,20060629,3.518,4240.0,,3473.0,2433.0,2295.0,
122,20060703,3.507,,3207.0,3488.0,,,
123,20060704,3.506,,3207.0,3488.0,,,
124,20060705,3.532,,3207.0,3488.0,,,
125,20060706,3.542,,3207.0,3488.0,,,
126,20060707,3.559,,3207.0,3488.0,,,
127,20060710,3.561,,3207.0,3488.0,,,
128,20060711,3.552,,3207.0,3488.0,,,
129,20060712,3.564,,3207.0,3488.0,,,
130,20060713,3.551,,3207.0,3488.0,,,
131,20060714,3.525,,3207.0,3488.0,,,
132,20060717,3.511,,3207.0,3488.0,,,
133,20060718,3.526,,3207.0,3488.0,,,
134,20060719,3.555,,3207.0,3488.0,,,
135,20060720,3.551,,3207.0,3488.0,,,
136,20060721,3.531,,3207.0,3488.0,,,
137,20060724,3.537,,3207.0,3488.0,,,
138,20060725,3.525,,3207.0,3488.0,,,
139,20060726,3.544,,3207.0,3488.0,,,
140,20060727,3.535,,3207.0,3488.0,,,
141,20060728,3.551,,3207.0,3488.0,,,
142,20060801,3.542,4240.0,,3477.0,2433.0,2295.0,
143,20060802,3.534,4240.0,,3477.0,2433.0,2295.0,
144,20060803,3.546,4240.0,,3477.0,2433.0,2295.0,
145,20060804,3.603,4240.0,,3477.0,2433.0,2295.0,
146,20060807,3.589,4240.0,,3477.0,2433.0,2295.0,
147,20060808,3.589,4240.0,,3477.0,2433.0,2295.0,
148,20060809,3.599,4240.0,,3477.0,2433.0,2295.0,
149,20060810,3.588,4240.0,,3477.0,2433.0,2295.0,
150,20060811,3.619,4240.0,,3477.0,2433.0,2295.0,
151,20060814,3.651,4240.0,,3477.0,2433.0,2295.0,
152,20060815,3.657,4240.0,,3477.0,2433.0,2295.0,
153,20060816,3.657,4240.0,,3477.0,2433.0,2295.0,
154,20060817,3.659,4240.0,,3477.0,2433.0,2295.0,
155,20060818,3.675,4240.0,,3477.0,2433.0,2295.0,
156,20060821,3.657,4240.0,,3477.0,2433.0,2295.0,
157,20060822,3.657,4240.0,,3477.0,2433.0,2295.0,
158,20060823,3.608,4240.0,,3477.0,2433.0,2295.0,
159,20060824,3.633,4240.0,,3477.0,2433.0,2295.0,
160,20060825,3.611,4240.0,,3477.0,2433.0,2295.0,
161,20060828,3.605,4240.0,,3477.0,2433.0,2295.0,
162,20060829,3.624,4240.0,,3477.0,2433.0,2295.0,
163,20060830,3.62,4240.0,,3477.0,2433.0,2295.0,
164,20060901,3.636,,3207.0,3458.0,,,
165,20060904,3.649,,3207.0,3458.0,,,
166,20060905,3.661,,3207.0,3458.0,,,
167,20060906,3.685,,3207.0,3458.0,,,
168,20060907,3.704,,3207.0,3458.0,,,
169,20060908,3.703,,3207.0,3458.0,,,
170,20060911,3.73,,3207.0,3458.0,,,
171,20060912,3.755,,3207.0,3458.0,,,
172,20060913,3.746,,3207.0,3458.0,,,
173,20060914,3.751,,3207.0,3458.0,,,
174,20060915,3.758,,3207.0,3458.0,,,
175,20060918,3.756,,3207.0,3458.0,,,
176,20060919,3.765,,3207.0,3458.0,,,
177,20060920,3.751,,3207.0,3458.0,,,
178,20060921,3.763,,3207.0,3458.0,,,
179,20060922,3.725,,3207.0,3458.0,,,
180,20060925,3.671,,3207.0,3458.0,,,
181,20060926,3.676,,3207.0,3458.0,,,
182,20060927,3.706,,3207.0,3458.0,,,
183,20060928,3.715,,3207.0,3458.0,,,
184,20060929,3.716,,3207.0,3458.0,,,
185,20061002,3.748,4240.0,,3359.0,2433.0,2295.0,
186,20061003,3.735,4240.0,,3359.0,2433.0,2295.0,
187,20061004,3.757,4240.0,,3359.0,2433.0,2295.0,
188,20061005,3.745,4240.0,,3359.0,2433.0,2295.0,
189,20061006,3.725,4240.0,,3359.0,2433.0,2295.0,
190,20061009,3.762,4240.0,,3359.0,2433.0,2295.0,
191,20061010,3.772,4240.0,,3359.0,2433.0,2295.0,
192,20061011,3.793,4240.0,,3359.0,2433.0,2295.0,
193,20061012,3.812,4240.0,,3359.0,2433.0,2295.0,
194,20061013,3.794,4240.0,,3359.0,2433.0,2295.0,
195,20061016,3.801,4240.0,,3359.0,2433.0,2295.0,
196,20061017,3.796,4240.0,,3359.0,2433.0,2295.0,
197,20061018,3.801,4240.0,,3359.0,2433.0,2295.0,
198,20061019,3.787,4240.0,,3359.0,2433.0,2295.0,
199,20061020,3.795,4240.0,,3359.0,2433.0,2295.0,
200,20061023,3.825,4240.0,,3359.0,2433.0,2295.0,
201,20061024,3.835,4240.0,,3359.0,2433.0,2295.0,
202,20061025,3.855,4240.0,,3359.0,2433.0,2295.0,
203,20061026,3.861,4240.0,,3359.0,2433.0,2295.0,
204,20061027,3.866,4240.0,,3359.0,2433.0,2295.0,
205,20061030,3.856,4240.0,,3359.0,2433.0,2295.0,
206,20061101,3.832,,3207.0,3491.0,,,
207,20061102,3.828,,3207.0,3491.0,,,
208,20061103,3.84,,3207.0,3491.0,,,
209,20061106,3.879,,3207.0,3491.0,,,
210,20061107,3.881,,3207.0,3491.0,,,
211,20061108,3.878,,3207.0,3491.0,,,
212,20061109,3.909,,3207.0,3491.0,,,
213,20061110,3.877,,3207.0,3491.0,,,
214,20061113,3.857,,3207.0,3491.0,,,
215,20061114,3.885,,3207.0,3491.0,,,
216,20061115,3.875,,3207.0,3491.0,,,
217,20061116,3.884,,3207.0,3491.0,,,
218,20061117,3.894,,3207.0,3491.0,,,
219,20061120,3.851,,3207.0,3491.0,,,
220,20061121,3.841,,3207.0,3491.0,,,
221,20061122,3.854,,3207.0,3491.0,,,
222,20061123,3.87,,3207.0,3491.0,,,
223,20061124,3.859,,3207.0,3491.0,,,
224,20061127,3.859,,3207.0,3491.0,,,
225,20061128,3.845,,3207.0,3491.0,,,
226,20061129,3.844,,3207.0,3491.0,,,
227,20061201,3.851,4240.0,,3487.0,2433.0,2295.0,
228,20061204,3.804,4240.0,,3487.0,2433.0,2295.0,
229,20061205,3.816,4240.0,,3487.0,2433.0,2295.0,
230,20061206,3.832,4240.0,,3487.0,2433.0,2295.0,
231,20061207,3.841,4240.0,,3487.0,2433.0,2295.0,
232,20061208,3.884,4240.0,,3487.0,2433.0,2295.0,
233,20061211,3.897,4240.0,,3487.0,2433.0,2295.0,
234,20061212,3.9,4240.0,,3487.0,2433.0,2295.0,
235,20061213,3.901,4240.0,,3487.0,2433.0,2295.0,
236,20061214,3.924,4240.0,,3487.0,2433.0,2295.0,
237,20061215,3.939,4240.0,,3487.0,2433.0,2295.0,
238,20061218,3.942,4240.0,,3487.0,2433.0,2295.0,
239,20061219,3.962,4240.0,,3487.0,2433.0,2295.0,
240,20061220,3.971,4240.0,,3487.0,2433.0,2295.0,
241,20061221,3.989,4240.0,,3487.0,2433.0,2295.0,
242,20061222,3.991,4240.0,,3487.0,2433.0,2295.0,
243,20061227,4.003,4240.0,,3487.0,2433.0,2295.0,
244,20061228,4.022,4240.0,,3487.0,2433.0,2295.0,
245,20061229,4.028,4240.0,,3487.0,2433.0,2295.0,
246,20070102,4.03,,3207.0,3517.0,,,
247,20070103,4.029,,3207.0,3517.0,,,
248,20070104,4.03,,3207.0,3517.0,,,
249,20070105,4.024,,3207.0,3517.0,,,
250,20070108,4.047,,3207.0,3517.0,,,
251,20070109,4.051,,3207.0,3517.0,,,
252,20070110,4.063,,3207.0,3517.0,,,
253,20070111,4.078,,3207.0,3517.0,,,
254,20070112,4.052,,3207.0,3517.0,,,
255,20070115,4.062,,3207.0,3517.0,,,
256,20070116,4.062,,3207.0,3517.0,,,
257,20070117,4.058,,3207.0,3517.0,,,
258,20070118,4.075,,3207.0,3517.0,,,
259,20070119,4.072,,3207.0,3517.0,,,
260,20070122,4.08,,3207.0,3517.0,,,
261,20070123,4.074,,3207.0,3517.0,,,
262,20070124,4.076,,3207.0,3517.0,,,
263,20070125,4.079,,3207.0,3517.0,,,
264,20070126,4.09,,3207.0,3517.0,,,
265,20070129,4.092,,3207.0,3517.0,,,
266,20070130,4.096,,3207.0,3517.0,,,
267,20070201,4.08,4240.0,,3548.0,2433.0,2295.0,
268,20070202,4.089,4240.0,,3548.0,2433.0,2295.0,
269,20070205,4.054,4240.0,,3548.0,2433.0,2295.0,
270,20070206,4.056,4240.0,,3548.0,2433.0,2295.0,
271,20070207,4.065,4240.0,,3548.0,2433.0,2295.0,
272,20070208,4.078,4240.0,,3548.0,2433.0,2295.0,
273,20070209,4.1,4240.0,,3548.0,2433.0,2295.0,
274,20070212,4.093,4240.0,,3548.0,2433.0,2295.0,
275,20070213,4.099,4240.0,,3548.0,2433.0,2295.0,
276,20070214,4.107,4240.0,,3548.0,2433.0,2295.0,
277,20070215,4.101,4240.0,,3548.0,2433.0,2295.0,
278,20070216,4.089,4240.0,,3548.0,2433.0,2295.0,
279,20070219,4.115,4240.0,,3548.0,2433.0,2295.0,
280,20070220,4.122,4240.0,,3548.0,2433.0,2295.0,
281,20070221,4.112,4240.0,,3548.0,2433.0,2295.0,
282,20070222,4.116,4240.0,,3548.0,2433.0,2295.0,
283,20070223,4.123,4240.0,,3548.0,2433.0,2295.0,
284,20070226,4.111,4240.0,,3548.0,2433.0,2295.0,
285,20070227,4.103,4240.0,,3548.0,2433.0,2295.0,
286,20070301,4.077,,3207.0,3550.0,,2333.0,
287,20070302,4.05,,3207.0,3550.0,,2333.0,
288,20070305,3.995,,3207.0,3550.0,,2333.0,
289,20070306,4.041,,3207.0,3550.0,,2333.0,
290,20070307,4.052,,3207.0,3550.0,,2333.0,
291,20070308,4.065,,3207.0,3550.0,,2333.0,
292,20070309,4.09,,3207.0,3550.0,,2333.0,
293,20070312,4.117,,3207.0,3550.0,,2333.0,
294,20070313,4.105,,3207.0,3550.0,,2333.0,
295,20070314,4.086,,3207.0,3550.0,,2333.0,
296,20070315,4.113,,3207.0,3550.0,,2333.0,
297,20070316,4.105,,3207.0,3550.0,,2333.0,
298,20070319,4.126,,3207.0,3550.0,,2333.0,
299,20070320,4.133,,3207.0,3550.0,,2333.0,
300,20070321,4.126,,3207.0,3550.0,,2333.0,
301,20070322,4.122,,3207.0,3550.0,,2333.0,
302,20070323,4.124,,3207.0,3550.0,,2333.0,
303,20070326,4.139,,3207.0,3550.0,,2333.0,
304,20070327,4.154,,3207.0,3550.0,,2333.0,
305,20070328,4.157,,3207.0,3550.0,,2333.0,
306,20070329,4.168,,3207.0,3550.0,,2333.0,
307,20070330,4.177,,3207.0,3550.0,,2333.0,
308,20070402,4.193,4240.0,,3541.0,2433.0,2208.0,
309,20070403,4.205,4240.0,,3541.0,2433.0,2208.0,
310,20070404,4.203,4240.0,,3541.0,2433.0,2208.0,
311,20070405,4.211,4240.0,,3541.0,2433.0,2208.0,
312,20070410,4.232,4240.0,,3541.0,2433.0,2208.0,
313,20070411,4.237,4240.0,,3541.0,2433.0,2208.0,
314,20070412,4.252,4240.0,,3541.0,2433.0,2208.0,
315,20070413,4.259,4240.0,,3541.0,2433.0,2208.0,
316,20070416,4.271,4240.0,,3541.0,2433.0,2208.0,
317,20070417,4.267,4240.0,,3541.0,2433.0,2208.0,
318,20070418,4.257,4240.0,,3541.0,2433.0,2208.0,
319,20070419,4.257,4240.0,,3541.0,2433.0,2208.0,
320,20070420,4.276,4240.0,,3541.0,2433.0,2208.0,
321,20070423,4.267,4240.0,,3541.0,2433.0,2208.0,
322,20070424,4.266,4240.0,,3541.0,2433.0,2208.0,
323,20070425,4.274,4240.0,,3541.0,2433.0,2208.0,
324,20070426,4.283,4240.0,,3541.0,2433.0,2208.0,
325,20070427,4.293,4240.0,,3541.0,2433.0,2208.0,
326,20070502,4.306,4227.0,3207.0,3474.0,,2314.0,
327,20070503,4.317,4227.0,3207.0,3474.0,,2314.0,
328,20070504,4.32,4227.0,3207.0,3474.0,,2314.0,
329,20070507,4.326,4227.0,3207.0,3474.0,,2314.0,
330,20070508,4.323,4227.0,3207.0,3474.0,,2314.0,
331,20070509,4.323,4227.0,3207.0,3474.0,,2314.0,
332,20070510,4.328,4227.0,3207.0,3474.0,,2314.0,
333,20070511,4.305,4227.0,3207.0,3474.0,,2314.0,
334,20070514,4.331,4227.0,3207.0,3474.0,,2314.0,
335,20070515,4.345,4227.0,3207.0,3474.0,,2314.0,
336,20070516,4.368,4227.0,3207.0,3474.0,,2314.0,
337,20070517,4.392,4227.0,3207.0,3474.0,,2314.0,
338,20070518,4.4,4227.0,3207.0,3474.0,,2314.0,
339,20070521,4.401,4227.0,3207.0,3474.0,,2314.0,
340,20070522,4.401,4227.0,3207.0,3474.0,,2314.0,
341,20070523,4.422,4227.0,3207.0,3474.0,,2314.0,
342,20070524,4.413,4227.0,3207.0,3474.0,,2314.0,
343,20070525,4.416,4227.0,3207.0,3474.0,,2314.0,
344,20070528,4.434,4227.0,3207.0,3474.0,,2314.0,
345,20070529,4.444,4227.0,3207.0,3474.0,,2314.0,
346,20070530,4.439,4227.0,3207.0,3474.0,,2314.0,
347,20070601,4.466,4255.0,,3543.0,2433.0,2358.0,
348,20070604,4.485,4255.0,,3543.0,2433.0,2358.0,
349,20070605,4.486,4255.0,,3543.0,2433.0,2358.0,
350,20070606,4.493,4255.0,,3543.0,2433.0,2358.0,
351,20070607,4.49,4255.0,,3543.0,2433.0,2358.0,
352,20070608,4.496,4255.0,,3543.0,2433.0,2358.0,
353,20070611,4.494,4255.0,,3543.0,2433.0,2358.0,
354,20070612,4.499,4255.0,,3543.0,2433.0,2358.0,
355,20070613,4.523,4255.0,,3543.0,2433.0,2358.0,
356,20070614,4.51,4255.0,,3543.0,2433.0,2358.0,
357,20070615,4.519,4255.0,,3543.0,2433.0,2358.0,
358,20070618,4.517,4255.0,,3543.0,2433.0,2358.0,
359,20070619,4.519,4255.0,,3543.0,2433.0,2358.0,
360,20070620,4.497,4255.0,,3543.0,2433.0,2358.0,
361,20070621,4.534,4255.0,,3543.0,2433.0,2358.0,
362,20070622,4.518,4255.0,,3543.0,2433.0,2358.0,
363,20070625,4.504,4255.0,,3543.0,2433.0,2358.0,
364,20070626,4.507,4255.0,,3543.0,2433.0,2358.0,
365,20070627,4.505,4255.0,,3543.0,2433.0,2358.0,
366,20070628,4.525,4255.0,,3543.0,2433.0,2358.0,
367,20070629,4.528,4255.0,,3543.0,2433.0,2358.0,
368,20070702,4.524,4138.0,3207.0,3538.0,2459.0,2354.0,
369,20070703,4.526,4138.0,3207.0,3538.0,2459.0,2354.0,
370,20070704,4.541,4138.0,3207.0,3538.0,2459.0,2354.0,
371,20070705,4.563,4138.0,3207.0,3538.0,2459.0,2354.0,
372,20070706,4.58,4138.0,3207.0,3538.0,2459.0,2354.0,
373,20070709,4.582,4138.0,3207.0,3538.0,2459.0,2354.0,
374,20070710,4.577,4138.0,3207.0,3538.0,2459.0,2354.0,
375,20070711,4.554,4138.0,3207.0,3538.0,2459.0,2354.0,
376,20070712,4.582,4138.0,3207.0,3538.0,2459.0,2354.0,
377,20070713,4.594,4138.0,3207.0,3538.0,2459.0,2354.0,
378,20070716,4.588,4138.0,3207.0,3538.0,2459.0,2354.0,
379,20070717,4.577,4138.0,3207.0,3538.0,2459.0,2354.0,
380,20070718,4.583,4138.0,3207.0,3538.0,2459.0,2354.0,
381,20070719,4.591,4138.0,3207.0,3538.0,2459.0,2354.0,
382,20070720,4.587,4138.0,3207.0,3538.0,2459.0,2354.0,
383,20070723,4.557,4138.0,3207.0,3538.0,2459.0,2354.0,
384,20070724,4.574,4138.0,3207.0,3538.0,2459.0,2354.0,
385,20070725,4.564,4138.0,3207.0,3538.0,2459.0,2354.0,
386,20070726,4.573,4138.0,3207.0,3538.0,2459.0,2354.0,
387,20070727,4.526,4138.0,3207.0,3538.0,2459.0,2354.0,
388,20070730,4.524,4138.0,3207.0,3538.0,2459.0,2354.0,
389,20070801,4.522,3956.0,,3494.0,2460.0,2321.0,
390,20070802,4.565,3956.0,,3494.0,2460.0,2321.0,
391,20070803,4.59,3956.0,,3494.0,2460.0,2321.0,
392,20070806,4.551,3956.0,,3494.0,2460.0,2321.0,
393,20070807,4.583,3956.0,,3494.0,2460.0,2321.0,
394,20070808,4.602,3956.0,,3494.0,2460.0,2321.0,
395,20070809,4.635,3956.0,,3494.0,2460.0,2321.0,
396,20070810,4.633,3956.0,,3494.0,2460.0,2321.0,
397,20070813,4.645,3956.0,,3494.0,2460.0,2321.0,
398,20070814,4.647,3956.0,,3494.0,2460.0,2321.0,
399,20070815,4.632,3956.0,,3494.0,2460.0,2321.0,
400,20070816,4.645,3956.0,,3494.0,2460.0,2321.0,
401,20070817,4.656,3956.0,,3494.0,2460.0,2321.0,
402,20070820,4.67,3956.0,,3494.0,2460.0,2321.0,
403,20070821,4.676,3956.0,,3494.0,2460.0,2321.0,
404,20070822,4.714,3956.0,,3494.0,2460.0,2321.0,
405,20070823,4.791,3956.0,,3494.0,2460.0,2321.0,
406,20070824,4.78,3956.0,,3494.0,2460.0,2321.0,
407,20070827,4.764,3956.0,,3494.0,2460.0,2321.0,
408,20070828,4.745,3956.0,,3494.0,2460.0,2321.0,
409,20070829,4.742,3956.0,,3494.0,2460.0,2321.0,
410,20070830,4.757,3956.0,,3494.0,2460.0,2321.0,
411,20070903,4.783,3858.0,3207.0,3469.0,2629.0,2322.0,
412,20070904,4.792,3858.0,3207.0,3469.0,2629.0,2322.0,
413,20070905,4.807,3858.0,3207.0,3469.0,2629.0,2322.0,
414,20070906,4.781,3858.0,3207.0,3469.0,2629.0,2322.0,
415,20070907,4.763,3858.0,3207.0,3469.0,2629.0,2322.0,
416,20070910,4.713,3858.0,3207.0,3469.0,2629.0,2322.0,
417,20070911,4.71,3858.0,3207.0,3469.0,2629.0,2322.0,
418,20070912,4.715,3858.0,3207.0,3469.0,2629.0,2322.0,
419,20070913,4.699,3858.0,3207.0,3469.0,2629.0,2322.0,
420,20070914,4.696,3858.0,3207.0,3469.0,2629.0,2322.0,
421,20070917,4.685,3858.0,3207.0,3469.0,2629.0,2322.0,
422,20070918,4.696,3858.0,3207.0,3469.0,2629.0,2322.0,
423,20070919,4.689,3858.0,3207.0,3469.0,2629.0,2322.0,
424,20070920,4.682,3858.0,3207.0,3469.0,2629.0,2322.0,
425,20070921,4.694,3858.0,3207.0,3469.0,2629.0,2322.0,
426,20070924,4.701,3858.0,3207.0,3469.0,2629.0,2322.0,
427,20070925,4.705,3858.0,3207.0,3469.0,2629.0,2322.0,
428,20070926,4.713,3858.0,3207.0,3469.0,2629.0,2322.0,
429,20070927,4.74,3858.0,3207.0,3469.0,2629.0,2322.0,
430,20070928,4.726,3858.0,3207.0,3469.0,2629.0,2322.0,
431,20071001,4.716,4093.0,,3546.0,2617.0,2350.0,
432,20071002,4.72,4093.0,,3546.0,2617.0,2350.0,
433,20071003,4.708,4093.0,,3546.0,2617.0,2350.0,
434,20071004,4.704,4093.0,,3546.0,2617.0,2350.0,
435,20071005,4.683,4093.0,,3546.0,2617.0,2350.0,
436,20071008,4.699,4093.0,,3546.0,2617.0,2350.0,
437,20071009,4.692,4093.0,,3546.0,2617.0,2350.0,
438,20071010,4.689,4093.0,,3546.0,2617.0,2350.0,
439,20071011,4.687,4093.0,,3546.0,2617.0,2350.0,
440,20071012,4.647,4093.0,,3546.0,2617.0,2350.0,
441,20071015,4.674,4093.0,,3546.0,2617.0,2350.0,
442,20071016,4.657,4093.0,,3546.0,2617.0,2350.0,
443,20071017,4.661,4093.0,,3546.0,2617.0,2350.0,
444,20071018,4.652,4093.0,,3546.0,2617.0,2350.0,
445,20071019,4.628,4093.0,,3546.0,2617.0,2350.0,
446,20071022,4.595,4093.0,,3546.0,2617.0,2350.0,
447,20071023,4.592,4093.0,,3546.0,2617.0,2350.0,
448,20071024,4.574,4093.0,,3546.0,2617.0,2350.0,
449,20071025,4.564,4093.0,,3546.0,2617.0,2350.0,
450,20071026,4.562,4093.0,,3546.0,2617.0,2350.0,
451,20071029,4.575,4093.0,,3546.0,2617.0,2350.0,
452,20071030,4.595,4093.0,,3546.0,2617.0,2350.0,
453,20071101,4.63,4041.0,3207.0,3542.0,2580.0,2368.0,
454,20071102,4.608,4041.0,3207.0,3542.0,2580.0,2368.0,
455,20071105,4.601,4041.0,3207.0,3542.0,2580.0,2368.0,
456,20071106,4.606,4041.0,3207.0,3542.0,2580.0,2368.0,
457,20071107,4.599,4041.0,3207.0,3542.0,2580.0,2368.0,
458,20071108,4.581,4041.0,3207.0,3542.0,2580.0,2368.0,
459,20071109,4.57,4041.0,3207.0,3542.0,2580.0,2368.0,
460,20071112,4.556,4041.0,3207.0,3542.0,2580.0,2368.0,
461,20071113,4.559,4041.0,3207.0,3542.0,2580.0,2368.0,
462,20071114,4.574,4041.0,3207.0,3542.0,2580.0,2368.0,
463,20071115,4.577,4041.0,3207.0,3542.0,2580.0,2368.0,
464,20071116,4.576,4041.0,3207.0,3542.0,2580.0,2368.0,
465,20071119,4.597,4041.0,3207.0,3542.0,2580.0,2368.0,
466,20071120,4.595,4041.0,3207.0,3542.0,2580.0,2368.0,
467,20071121,4.606,4041.0,3207.0,3542.0,2580.0,2368.0,
468,20071122,4.62,4041.0,3207.0,3542.0,2580.0,2368.0,
